Date,Hour,Rentals_Count,Temperature_C,Humidity_pct,Wind_Speed_ms,Visibility_m,Solar_Radiation_MJm2,Rainfall_mm,Snowfall_cm,Season,Holiday,Functioning_Day,Library_Branch,Top_Category,Membership_Type,Day_of_Week
27/02/2023,18,85,21.5,63.5,3.1,1336,0.51,0.0,0,Winter,No,Yes,Downtown Central,Children,,Monday
27/02/2023,18,85,21.5,63.5,3.1,1336,0.51,0.0,0,Winter,No,Yes,Downtown Central,Children,,Monday
27/02/2023,20,55,,46.0,0.9,1350,0.00,0.0,0,Winter,No,Yes,University Branch,Non-Fiction,Premium,Monday
27/02/2023,22,48,19.9,54.2,7.6,1412,0.00,0.0,0,Winter,No,Yes,Downtown Central,Technology,Premium,Monday
28/02/2023,8,56,24.3,48.9,5.9,1310,2.44,0.0,0,Winter,No,Yes,al rawdah branch,  Arabic Literature  ,,Tuesday
28/02/2023,10,72,26.5,61.9,7.9,1458,2.51,0.0,0,Winter,No,Yes,Al Rawdah Branch,History,Premium,Tuesday
28/02/2023,13,61,28.6,54.4,,1709,2.55,0.0,0,Winter,No,Yes,University Branch,History,Walk-in,Tuesday
28/02/2023,14,29,28.0,49.6,2.0,1154,0.21,0.0,0,winter,No,Yes,Corniche Kiosk,Science,Regular,Tuesday
28/02/2023,16,56,28.2,63.9,1.7,930,0.80,0.0,0,winter,No,Yes,Al Hamra Branch,Children,Walk-in,Tuesday
28/02/2023,18,92,27.5,46.0,7.3,1076,2.45,0.0,0,Winter,No,Yes,Downtown Central,Business,Walk-in,Tuesday
28/02/2023,19,77,25.7,48.0,1.8,1313,0.00,0.0,0,winter,No,Yes,Al Rawdah Branch,science,student,Tuesday
28/02/2023,21,35,23.0,53.9,6.6,1503,0.00,0.0,0,Winter,No,Yes,Al Rawdah Branch,Business,Regular,Tuesday
28/02/2023,22,65,-25.3,61.8,4.1,1389,0.00,0.0,0,Winter,No,Yes,Downtown Central,Science,Student,Tuesday
01/03/2023,8,53,30.6,66.2,0.8,1657,2.19,1.0,0,Spring,No,Yes,university branch,Business,Premium,Wednesday
01/03/2023,11,55,30.1,59.5,6.9,1013,3.32,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Walk-in,Wednesday
01/03/2023,12,54,33.5,68.7,3.7,925,3.36,0.0,0,Spring,No,Yes,University Branch,Fiction,Walk-in,Wednesday
01/03/2023,13,35,33.2,41.7,3.6,1136,1.02,0.0,0,Spring,No,Yes,Corniche Kiosk,fiction,Student,Wednesday
01/03/2023,16,92,33.8,65.3,6.7,1109,1.10,0.0,0,Spring,No,Yes,University Branch,History,Student,Wednesday
01/03/2023,18,83,30.2,49.6,1.1,901,2.63,0.0,0,Spring,No,Yes,University Branch,Children,Walk-in,Wednesday
01/03/2023,19,36,32.2,53.1,4.2,1675,0.00,0.0,0,Spring,No,Yes,Corniche Kiosk,Non-Fiction,Walk-in,Wednesday
01/03/2023,20,57,29.7,47.3,1.5,1996,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Student,Wednesday
02/03/2023,8,73,29.5,51.6,5.1,1782,2.67,0.0,0,Spring,No,Yes,University Branch,Non-Fiction,Premium,Thursday
02/03/2023,9,101,27.5,56.0,6.1,848,0.85,0.0,0,Spring,No,Yes,  Downtown Central ,Business,Student,Thursday
02/03/2023,10,52,30.6,40.2,4.8,1922,2.50,0.0,0,Spring,No,Yes,Al Hamra Branch,Science,Walk-in,Thursday
02/03/2023,11,68,31.5,50.7,3.2,1261,3.33,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Premium,Thursday
02/03/2023,12,80,34.0,74.4,3.5,941,2.67,0.0,0,Spring,No,Yes,Downtown Central,Business,Student,Thursday
02/03/2023,14,33,34.3,76.0,7.2,941,0.50,0.0,0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Premium,Thursday
02/03/2023,16,100,34.3,73.5,6.6,1176,1.18,0.0,0,Spring,,Yes,Downtown Central,Technology,Student,Thursday
02/03/2023,17,41,29.0,45.3,6.2,1405,0.26,0.0,0,Spring,No,Yes,Corniche Kiosk,Children,Regular,Thursday
02/03/2023,18,114,30.0,60.0,7.2,1329,2.10,0.0,0,Spring,No,Yes,Downtown Central,Business,Student,Thursday
02/03/2023,19,75,31.2,48.2,4.4,1440,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Student,Thursday
02/03/2023,22,58,28.0,46.9,6.7,1975,0.00,0.0,0,Spring,No,Yes,University Branch,business,Premium,Thursday
03/03/2023,9,75,28.1,65.9,4.4,1898,0.26,0.0,0,Spring,Yes,Yes,Downtown Central,Business,Student,Friday
03/03/2023,11,24,29.4,46.4,2.2,1700,3.36,3.9,0,Spring,,Yes,Corniche Kiosk,Arabic Literature,Walk-in,Friday
03/03/2023,12,34,31.0,54.0,1.1,1272,3.06,0.0,0,Spring,Yes,Yes,Al Hamra Branch,business,Regular,Friday
03/03/2023,14,37,31.2,54.3,1.7,1871,0.13,0.0,0,Spring,Yes,Yes,Downtown Central,History,Walk-in,Friday
03/03/2023,15,30,32.8,73.9,3.8,1228,0.63,0.0,0,Spring,Yes,Yes,University Branch,Business,Walk-in,Friday
03/03/2023,16,66,31.8,73.0,1.5,1419,0.69,0.0,0,Spring,Yes,Yes,Downtown Central,Children,,Friday
03/03/2023,17,57,28.2,61.7,3.1,1249,0.88,0.0,0,Spring,Yes,Yes,University Branch,Business,Walk-in,Friday
03/03/2023,18,78,27.8,44.6,3.0,1440,1.18,0.0,0,Spring,Yes,Yes,  University Branch ,Science,Premium,Friday
03/03/2023,19,58,29.3,62.7,7.6,1470,0.00,1.6,0,Spring,Yes,Yes,university branch,Technology,,Friday
04/03/2023,9,51,27.3,68.4,6.8,1429,0.83,0.0,0,Spring,No,Yes,Al Hamra Branch,Fiction,Regular,Saturday
04/03/2023,10,29,26.8,62.0,4.1,1126,0.45,0.0,0,Spring,No,Yes,Corniche Kiosk,Children,Walk-in,Saturday
04/03/2023,11,66,28.8,63.8,3.0,1506,3.38,0.0,0,Spring,No,Yes,al hamra branch,technology,Student,Saturday
04/03/2023,12,52,29.8,49.7,6.7,1989,0.41,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Student,Saturday
04/03/2023,13,74,30.3,57.1,3.8,1939,2.25,0.0,0,Spring,No,Yes,Downtown Central,Science,Premium,Saturday
04/03/2023,19,69,29.2,63.8,5.2,871,0.00,0.0,0,Spring,No,Yes,Downtown Central,History,Walk-in,Saturday
04/03/2023,20,59,25.7,74.6,2.9,1542,0.00,0.0,0,Spring,No,Yes,University Branch,Arabic Literature,Student,Saturday
04/03/2023,21,45,27.4,48.1,4.8,1480,0.00,0.0,0,Spring,No,Yes,University Branch,Science,Regular,Saturday
04/03/2023,22,24,26.1,64.9,7.1,1063,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,History,Regular,Saturday
05/03/2023,9,58,27.8,54.5,0.7,1610,3.40,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Regular,Sunday
05/03/2023,10,73,28.9,49.4,6.8,1701,3.49,0.0,0,Spring,No,Yes,Al Rawdah Branch,Fiction,Premium,Sunday
05/03/2023,11,68,28.9,50.1,,1699,2.32,0.0,0,,No,Yes,Al Rawdah Branch,Business,Premium,Sunday
05/03/2023,12,61,32.0,64.1,4.0,1592,0.19,0.0,0,Spring,No,Yes,Downtown Central,Non-Fiction,Regular,Sunday
05/03/2023,13,58,30.5,50.4,0.6,1015,2.28,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Student,Sunday
05/03/2023,14,59,31.1,76.1,6.8,879,2.60,0.0,0,Spring,No,Yes,Al Rawdah Branch,Children,Student,Sunday
05/03/2023,15,25,30.2,62.6,1.6,1378,0.19,0.0,0,Spring,No,Yes,  Corniche Kiosk ,Science,Walk-in,Sunday
05/03/2023,19,67,29.4,65.4,2.2,1652,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Fiction,Regular,Sunday
05/03/2023,21,51,27.8,52.2,1.5,1772,0.00,0.0,0,Spring,No,Yes,Downtown Central,Non-Fiction,Regular,Sunday
05/03/2023,22,54,27.0,52.2,0.7,1664,0.00,0.0,0,Spring,No,Yes,Downtown Central,Business,Regular,Sunday
06/03/2023,8,54,23.4,58.0,8.0,1764,2.72,0.0,0,Spring,No,Yes,Al Rawdah Branch,Business,premium,Monday
06/03/2023,11,47,25.1,55.5,4.0,1897,0.13,0.0,0,Spring,No,Yes,Al Hamra Branch,History,Regular,Monday
06/03/2023,12,58,29.5,61.5,6.4,1435,1.72,0.0,0,Spring,No,Yes,downtown central,History,Walk-in,Monday
06/03/2023,13,67,30.0,75.5,5.0,1499,3.19,0.0,0,Spring,No,Yes,University Branch,Fiction,Regular,Monday
06/03/2023,14,82,27.8,69.4,1.2,1917,3.28,0.0,0,Spring,No,Yes,Downtown Central,History,Premium,Monday
06/03/2023,15,69,30.3,78.2,7.2,1165,0.48,0.0,0,Spring,No,Yes,University Branch,Children,Student,Monday
06/03/2023,16,49,29.5,44.7,1.1,989,3.12,0.0,0,Spring,No,Yes,corniche kiosk,Technology,Student,Monday
06/03/2023,17,42,25.8,45.5,5.3,1012,0.99,0.0,0,Spring,No,Yes,corniche kiosk,History,Premium,Monday
06/03/2023,18,62,26.9,72.0,2.5,1414,0.53,,0,Spring,No,Yes,Al Rawdah Branch,Children,,Monday
06/03/2023,21,56,25.7,50.3,7.9,1433,0.00,0.0,0,Spring,No,Yes,Downtown Central,Arabic Literature,Regular,Monday
07/03/2023,8,71,25.8,69.3,7.3,1232,3.35,0.0,0,Spring,No,Yes,University Branch,Science,Premium,Tuesday
07/03/2023,9,40,26.9,62.5,7.7,1675,3.03,0.0,0,Spring,No,Yes,Corniche Kiosk,Science,Regular,Tuesday
07/03/2023,10,89,28.4,64.9,2.8,1408,1.99,0.0,0,Spring,No,Yes,Downtown Central,Children,Premium,Tuesday
07/03/2023,11,71,28.8,48.9,6.1,1466,,0.0,0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Student,Tuesday
07/03/2023,12,53,31.7,53.6,7.0,1536,1.51,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Premium,Tuesday
07/03/2023,13,52,32.0,48.1,3.4,957,,0.0,0,Spring,No,Yes,  Al Hamra Branch ,Technology,Regular,Tuesday
07/03/2023,16,52,31.6,47.2,2.9,881,0.10,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Regular,Tuesday
07/03/2023,17,76,27.2,65.3,3.8,1743,0.05,0.0,0,Spring,No,Yes,University Branch,Science,Walk-in,Tuesday
08/03/2023,8,60,29.3,69.4,6.1,1940,0.17,0.0,0,Spring,No,Yes,University Branch,Technology,Premium,Wednesday
08/03/2023,9,73,30.8,59.8,3.5,1048,2.33,0.0,0,Spring,No,Yes,AL RAWDAH BRANCH,Business,,Wednesday
08/03/2023,10,75,31.7,42.3,6.4,1075,2.52,0.0,0,Spring,No,Yes,Al Rawdah Branch,Technology,Student,Wednesday
08/03/2023,12,84,34.8,50.2,0.9,1438,2.87,0.0,0,Spring,No,Yes,  Downtown Central ,Business,Student,Wednesday
08/03/2023,13,34,34.7,65.2,4.5,1732,3.10,0.0,0,Spring,No,Yes,Corniche Kiosk,Fiction,Premium,Wednesday
08/03/2023,16,83,35.3,63.6,1.7,1083,1.99,0.0,0,Spring,No,Yes,Downtown Central,Business,Regular,Wednesday
08/03/2023,17,38,29.9,63.1,3.8,938,3.19,0.0,0,Spring,No,Yes,Corniche Kiosk,Business,Walk-in,Wednesday
08/03/2023,18,99,32.1,55.6,2.9,1290,3.44,0.0,0,Spring,No,Yes,Downtown Central,Fiction,Regular,Wednesday
08/03/2023,19,53,32.7,62.6,,816,0.00,0.0,0,,No,Yes,Al Hamra Branch,Technology,Regular,Wednesday
08/03/2023,20,45,29.1,47.6,3.3,1671,0.00,0.0,0,Spring,No,Yes,University Branch,Science,Walk-in,Wednesday
08/03/2023,21,42,28.9,70.2,7.2,828,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,fiction,Regular,Wednesday
08/03/2023,22,52,29.2,49.9,7.7,1353,0.00,0.0,0,Spring,No,Yes,Downtown Central,Science,Walk-in,Wednesday
09/03/2023,9,48,30.4,56.4,0.8,1322,1.77,2.9,0,Spring,No,Yes,Al Rawdah Branch,Children,Walk-in,Thursday
09/03/2023,10,39,31.4,68.1,0.5,907,1.82,0.0,0,Spring,No,Yes,Corniche Kiosk,Science,Student,Thursday
09/03/2023,12,79,33.7,64.8,5.1,1813,3.10,0.0,0,Spring,N,Yes,Downtown Central,Children,Student,Thursday
09/03/2023,13,41,33.6,60.5,4.7,1193,1.03,0.0,0,Spring,No,Yes,Al Rawdah Branch,Business,Walk-in,Thursday
09/03/2023,16,36,35.8,46.9,5.9,885,0.90,1.8,0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Student,Thursday
09/03/2023,19,40,31.7,57.8,5.9,1102,0.00,0.0,0,Spring,No,Yes,corniche kiosk,History,Premium,Thursday
09/03/2023,20,70,30.2,51.0,3.5,1047,0.00,0.0,0,Spring,No,Yes,Downtown Central,Fiction,Premium,Thursday
09/03/2023,22,59,30.5,54.5,5.7,1013,0.00,0.0,0,Spring,No,Yes,University Branch,Children,student,Thursday
10/03/2023,9,32,32.8,55.1,5.6,1506,1.54,0.0,0,Spring,Yes,Yes,Al Hamra Branch,fiction,walk-in,Friday
10/03/2023,10,70,35.0,66.5,6.3,815,2.42,0.0,0,Spring,Yes,Yes,Downtown Central,Technology,Premium,Friday
10/03/2023,11,44,33.7,54.6,7.3,1623,1.19,1.9,0,Spring,Yes,Yes,Downtown Central,fiction,Walk-in,Friday
31/02/2023,13,20,37.2,75.1,4.8,1147,,0.0,0,Spring,Yes,Yes,Al Hamra Branch,History,Regular,Friday
10/03/2023,21,24,30.9,61.7,5.5,1487,0.00,0.0,0,Spring,Yes,Yes,Al Rawdah Branch,History,Premium,Friday
10/03/2023,22,24,31.2,58.5,5.1,808,0.00,0.0,0,Spring,Yes,Yes,Al Hamra Branch,Business,Premium,Friday
11/03/2023,9,58,32.7,51.5,5.0,801,1.56,0.0,0,Spring,No,Yes,Al Hamra Branch,Science,Student,Saturday
11/03/2023,10,32,35.6,54.7,3.3,1460,0.29,0.0,0,Spring,No,Yes,Al Hamra Branch,Business,Walk-in,Saturday
N/A,12,54,39.0,53.5,4.3,1198,3.09,0.0,0,Spring,No,Yes,Downtown Central,Science,Student,Saturday
11/03/2023,13,46,37.9,43.1,7.7,1232,2.11,0.0,0,Spring,No,Yes,Downtown Central,Science,Regular,Saturday
11/03/2023,15,40,38.6,56.8,7.1,1289,1.39,4.9,0,Spring,No,Yes,DOWNTOWN CENTRAL,Children,Student,Saturday
11/03/2023,16,26,36.4,73.9,7.7,1062,3.30,1.2,0,Spring,No,Yes,Corniche Kiosk,Technology,Regular,Saturday
11/03/2023,21,48,34.0,38.8,3.5,984,0.00,0.0,0,Spring,No,Yes,University Branch,Children,Premium,Saturday
12/03/2023,9,73,31.8,47.1,6.9,1563,3.34,0.0,0,Spring,No,Yes,University Branch,Non-Fiction,Walk-in,Sunday
12/03/2023,10,85,33.5,48.4,4.5,1070,0.91,0.0,0,Spring,No,Yes,Downtown Central,History,Regular,Sunday
12/03/2023,11,58,33.8,71.0,5.3,1936,1.26,0.0,0,Spring,No,Yes,Al Hamra Branch,Business,Premium,Sunday
12/03/2023,12,27,38.7,46.6,3.1,1713,2.09,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Walk-in,Sunday
12/03/2023,13,40,36.6,64.3,3.6,940,2.72,0.0,0,Spring,No,Yes,  Al Rawdah Branch ,Fiction,Walk-in,Sunday
12/03/2023,14,33,37.6,47.6,2.6,988,1.27,0.0,0,Spring,No,Yes,Al Hamra Branch,Science,Walk-in,Sunday
12/03/2023,15,52,38.7,52.5,3.7,1618,1.42,0.0,0,Spring,No,Yes,Downtown Central,Non-Fiction,premium,Sunday
12/03/2023,16,74,38.5,42.5,2.8,1184,2.32,0.0,0,Spring,No,Yes,downtown central,Arabic Literature,Regular,Sunday
12/03/2023,18,65,35.7,42.4,4.8,1557,1.70,0.0,0,Spring,No,Yes,Al Rawdah Branch,Children,Premium,Sunday
12/03/2023,19,76,35.5,64.6,3.2,955,0.00,0.0,0,Spring,No,Yes,Downtown Central,Children,Regular,Sunday
12/03/2023,20,32,33.8,71.5,7.7,1613,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Walk-in,Sunday
12/03/2023,22,38,33.8,72.3,5.3,1705,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Children,Student,Sunday
13/03/2023,8,50,32.5,48.6,2.8,946,1.97,0.0,0,Spring,No,Yes,Downtown Central,History,Walk-in,Monday
13/03/2023,9,45,32.4,38.2,7.8,1121,0.27,0.0,0,spring,No,Yes,Al Hamra Branch,Children,Walk-in,Monday
13/03/2023,11,49,35.1,53.7,5.5,980,0.26,0.0,0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Walk-in,Monday
13/03/2023,12,48,36.9,52.6,4.5,1546,2.27,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Premium,Monday
13/03/2023,14,20,36.3,51.3,6.5,1141,0.02,0.7,0,Spring,No,Yes,Corniche Kiosk,Business,Walk-in,Monday
13/03/2023,15,53,35.6,46.7,2.2,1039,2.06,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Student,Monday
13/03/2023,18,31,33.4,78.1,5.1,1899,2.17,0.0,0,Spring,No,Yes,Corniche Kiosk,Children,Walk-in,Monday
13/03/2023,19,40,34.3,49.6,6.8,1934,0.00,0.0,0,Spring,No,Yes,Corniche Kiosk,Business,Premium,Monday
13/03/2023,21,66,32.8,61.9,2.5,1099,0.00,0.0,0,Spring,No,Yes,Downtown Central,Business,Student,Monday
13/03/2023,22,24,30.5,51.2,6.9,1258,0.00,0.0,0,Spring,No,Yes,Corniche Kiosk,History,Regular,Monday
14/03/2023,9,66,27.8,49.4,2.2,1450,1.30,0.0,0,Spring,No,Yes,Al Hamra Branch,science,Student,Tuesday
14/03/2023,10,60,31.2,57.1,6.7,839,2.77,0.0,0,Spring,No,Yes,al hamra branch,Science,Premium,Tuesday
14/03/2023,11,70,28.9,46.3,7.6,1307,1.18,0.0,0,spring,No,Yes,Al Hamra Branch,science,Student,Tuesday
14/03/2023,12,69,32.2,74.4,3.2,1779,1.53,0.0,0,Spring,No,Yes,University Branch,Children,Premium,Tuesday
14/03/2023,13,96,32.7,47.1,4.9,1690,3.50,0.0,0,Spring,No,Yes,Downtown Central,Business,Student,Tuesday
14/03/2023,16,48,33.3,68.0,5.2,1799,3.28,0.0,0,Spring,No,Yes,Al Hamra Branch,Fiction,Walk-in,Tuesday
14/03/2023,18,98,29.6,60.1,7.6,1383,2.20,0.0,0,,No,Yes,Downtown Central,Science,Regular,Tuesday
14/03/2023,19,61,31.4,58.9,6.5,1919,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Premium,Tuesday
14/03/2023,20,43,27.9,54.3,4.9,1575,0.00,0.0,0,Spring,N,Yes,Al Rawdah Branch,History,Regular,Tuesday
14/03/2023,22,33,28.6,53.3,3.1,1534,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Business,walk-in,Tuesday
15/03/2023,8,38,27.5,74.6,3.6,850,2.07,0.0,0,Spring,No,Yes,corniche kiosk,Arabic Literature,Student,Wednesday
15/03/2023,10,48,28.8,43.2,5.4,1712,0.14,0.0,0,Spring,No,Yes,Corniche Kiosk,History,Student,Wednesday
15/03/2023,12,51,31.8,60.7,2.5,1445,1.36,0.0,0,Spring,No,Yes,Al Rawdah Branch,Fiction,Regular,Wednesday
15/03/2023,13,83,31.8,51.5,2.7,1016,2.14,0.0,0,Spring,No,Yes,University Branch,Science,Student,Wednesday
15/03/2023,14,50,34.0,55.3,7.8,1133,2.42,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Regular,Wednesday
15/03/2023,17,125,29.5,44.7,2.5,1864,3.15,0.0,0,Spring,No,Yes,Downtown Central,Children,Student,Wednesday
15/03/2023,18,91,30.3,56.4,7.7,1057,1.69,0.0,0,Spring,No,Yes,Downtown Central,Children,Regular,Wednesday
15/03/2023,20,33,27.2,57.3,4.6,1410,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,Science,walk-in,Wednesday
15/03/2023,21,40,28.1,45.1,2.5,1724,0.00,0.0,0,Spring,No,Yes,University Branch,Business,Walk-in,Wednesday
15/03/2023,22,40,27.6,67.6,4.5,1716,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Student,Wednesday
16/03/2023,8,24,31.8,60.3,2.8,1616,0.89,0.0,0,Spring,No,Yes,Corniche Kiosk,Technology,Walk-in,Thursday
16/03/2023,9,37,31.0,55.7,2.7,812,2.12,0.0,0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Regular,Thursday
16/03/2023,9,37,31.0,55.7,2.7,812,2.12,0.0,0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Regular,Thursday
16/03/2023,14,21,37.8,57.0,5.5,849,1.69,0.0,0,spring,No,Yes,Corniche Kiosk,history,Walk-in,Thursday
16/03/2023,15,55,35.5,73.9,3.2,1044,3.19,0.0,0,Spring,No,Yes,University Branch,technology,Regular,Thursday
16/03/2023,17,65,32.5,65.5,7.2,947,0.81,0.0,0,Spring,No,Yes,Al Hamra Branch,Technology,Student,Thursday
16/03/2023,19,57,33.9,66.9,7.5,1722,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Regular,Thursday
16/03/2023,20,55,30.8,43.5,,1145,0.00,0.0,0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Student,Thursday
16/03/2023,21,43,31.4,50.9,6.0,1541,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,  Children  ,Student,Thursday
17/03/2023,10,79,28.0,72.9,6.9,1155,2.92,0.0,0,Spring,Yes,Yes,downtown central,Children,Premium,Friday
17/03/2023,11,53,,59.2,1.9,1924,1.80,0.0,0,Spring,Yes,Yes,Al Rawdah Branch,Non-Fiction,Premium,Friday
17/03/2023,13,36,30.4,55.8,3.7,1374,1.02,0.0,0,Spring,Yes,Yes,University Branch,Non-Fiction,Walk-in,Friday
17/03/2023,15,44,31.9,63.0,5.7,935,1.86,0.0,0,Spring,Yes,Yes,University Branch,History,Regular,Friday
17/03/2023,18,77,29.1,66.2,3.8,1473,3.07,0.0,0,Spring,Yes,Yes,University Branch,Children,Premium,Friday
17/03/2023,19,37,27.6,64.9,7.2,1355,0.00,0.0,0,Spring,Yes,Yes,Corniche Kiosk,Technology,Premium,Friday
17/03/2023,20,23,25.3,53.5,4.2,1447,0.00,0.0,0,Spring,Yes,Yes,al hamra branch,Fiction,Regular,Friday
17/03/2023,21,28,26.2,63.6,6.1,1446,0.00,3.6,0,Spring,Yes,Yes,Downtown Central,Children,Student,Friday
18/03/2023,8,29,30.4,68.8,5.9,1048,0.24,0.0,0,Spring,No,Yes,Corniche Kiosk,Business,Student,Saturday
18/03/2023,9,81,31.9,53.7,7.7,1340,0.86,0.0,0,Spring,No,Yes,University Branch,Arabic Literature,Student,Saturday
18/03/2023,12,25,36.4,52.8,2.4,1013,0.29,0.0,0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Walk-in,Saturday
18/03/2023,16,57,36.1,39.9,2.1,1117,1.70,0.0,0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Premium,Saturday
18/03/2023,19,80,31.4,46.1,6.2,1134,0.00,0.0,0,Spring,No,Yes,  University Branch ,Technology,Premium,Saturday
18/03/2023,21,58,29.8,42.5,6.7,1125,0.00,0.0,0,Spring,No,Yes,Downtown Central,History,Premium,Saturday
19/03/2023,8,41,23.8,55.1,,1909,0.24,0.0,0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Regular,Sunday
19/03/2023,10,54,26.6,41.9,5.1,919,2.22,0.0,0,Spring,No,Yes,Al Hamra Branch,Business,Regular,Sunday
19/03/2023,11,78,25.9,47.1,0.9,1031,1.34,0.0,0,Spring,No,Yes,University Branch,History,Regular,Sunday
19/03/2023,14,57,30.5,55.5,4.0,1526,0.11,0.0,0,Spring,No,Yes,Al Rawdah Branch,Science,Premium,Sunday
19/03/2023,16,77,28.1,47.2,2.4,1844,,0.0,0,Spring,No,Yes,University Branch,Non-Fiction,Walk-in,Sunday
19/03/2023,17,72,25.1,57.8,3.1,1058,2.06,0.0,0,Spring,No,Yes,Al Rawdah Branch,Fiction,Premium,Sunday
19/03/2023,18,102,27.5,49.2,6.7,1231,1.89,0.0,0,Spring,No,Yes,Downtown Central,Science,Regular,Sunday
19/03/2023,21,55,25.0,71.9,3.7,1057,0.00,0.0,0,Spring,No,Yes,Downtown Central,Fiction,Premium,Sunday
20/03/2023,10,39,33.5,54.8,,1405,0.41,0.0,0,Spring,no,Yes,Corniche Kiosk,arabic literature,premium,Monday
20/03/2023,11,30,34.4,56.1,6.1,1993,1.59,0.0,0,Spring,No,Yes,Corniche Kiosk,Fiction,Regular,Monday
20/03/2023,12,26,37.5,61.4,6.0,1688,2.16,0.0,0,Spring,No,Yes,corniche kiosk,Children,Premium,Monday
20/03/2023,13,55,38.4,62.7,3.8,1915,1.83,0.0,0,Spring,No,Yes,Downtown Central,Children,Premium,Monday
20/03/2023,15,29,36.6,68.9,3.5,1330,2.51,0.0,0,Spring,No,Yes,Corniche Kiosk,Science,Premium,Monday
20/03/2023,17,43,34.3,53.2,2.5,1190,0.48,0.0,0,Spring,No,Yes,Al Hamra Branch,History,Walk-in,Monday
20/03/2023,18,68,33.8,42.3,7.2,937,0.11,0.0,0,Spring,No,Yes,Al Rawdah Branch,History,Regular,Monday
20/03/2023,19,89,33.0,45.1,7.6,1658,0.00,3.7,0,Spring,No,Yes,University Branch,Children,Student,Monday
20/03/2023,20,45,31.4,55.0,6.5,1980,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,Business,student,Monday
21/03/2023,9,93,28.2,72.5,2.7,1360,0.28,0.0,0,Spring,No,Yes,Downtown Central,  History  ,Premium,Tuesday
21/03/2023,10,59,29.1,53.1,6.8,1526,2.63,0.0,0,Spring,No,,Al Hamra Branch,Science,Regular,Tuesday
21/03/2023,11,59,30.7,67.6,7.0,1768,2.53,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Regular,Tuesday
21/03/2023,12,29,32.6,66.3,0.5,1935,1.74,0.0,0,Spring,No,Yes,corniche kiosk,Arabic Literature,Regular,Tuesday
21/03/2023,14,70,32.0,45.6,6.1,1508,1.63,0.0,0,Spring,No,Yes,University Branch,Fiction,Regular,Tuesday
21/03/2023,15,48,,47.3,3.1,1205,0.58,0.0,0,Spring,No,Yes,university branch,Science,Walk-in,Tuesday
21/03/2023,16,68,33.7,71.6,7.9,1102,1.72,0.0,0,Spring,No,Yes,Al Rawdah Branch,Business,Premium,Tuesday
21/03/2023,18,35,29.3,64.0,3.5,1023,3.40,0.0,0,Spring,No,Yes,Corniche Kiosk,Fiction,Walk-in,Tuesday
21/03/2023,20,36,28.9,67.1,2.9,1683,0.00,0.0,0,Spring,No,Yes,Al Hamra Branch,Science,Walk-in,Tuesday
21/03/2023,21,65,27.6,37.5,2.8,929,0.00,0.0,0,Spring,No,Yes,Downtown Central,Fiction,Premium,Tuesday
21/03/2023,22,59,27.6,38.2,0.6,942,0.00,0.0,0,Spring,No,Yes,University Branch,Arabic Literature,Premium,Tuesday
22/03/2023,8,38,27.0,38.6,2.7,1710,2.95,0.0,0,Spring,No,Yes,Al Hamra Branch,Arabic Literature,Walk-in,Wednesday
